size,assets,labels,avg_pairwise_corr,risk_multiplier_k,pass_pct,still_going_pct,median_days_to_pass,n_cohorts,per_asset_risk_pct,margin_cap_frac,n_trades_total,n_trades_rejected,pct_trades_rejected
4,GER40+NDX100+US30+XAUUSD,NDX100/3min ss=180 (local_rank=0) | US30/5min ss=420 (local_rank=9) | XAUUSD/5min ss=180 (local_rank=6) | GER40/1min ss=420 (local_rank=6),0.02,0.0865,51.1,0.3,10,313,"{'NDX100': 2.825, 'US30': 1.642, 'XAUUSD': 4.721, 'GER40': 1.337}",0.8,8836,4232,47.9
4,NDX100+NDX100+US30+US30,NDX100/3min ss=180 (local_rank=0) | US30/5min ss=420 (local_rank=9) | NDX100/3min ss=420 (local_rank=6) | US30/1min ss=300 (local_rank=3),0.045,0.0934,47.9,0.3,10,313,"{'NDX100': 1.324, 'US30': 0.361}",0.8,7876,3086,39.2
4,GBPUSD+NDX100+NDX100+US30,NDX100/3min ss=180 (local_rank=0) | US30/5min ss=420 (local_rank=9) | NDX100/3min ss=420 (local_rank=6) | GBPUSD/1min ss=300 (local_rank=6),0.011,0.0711,47.3,0.3,10,313,"{'NDX100': 1.008, 'US30': 1.349, 'GBPUSD': 0.574}",0.8,10653,3147,29.5
4,NDX100+NDX100+US30+XAUUSD,NDX100/3min ss=180 (local_rank=0) | US30/5min ss=420 (local_rank=9) | NDX100/3min ss=420 (local_rank=6) | XAUUSD/1min ss=300 (local_rank=6),0.008,0.0844,47.9,0.3,10,313,"{'NDX100': 1.196, 'US30': 1.601, 'XAUUSD': 0.955}",0.8,9056,3612,39.9
4,NDX100+NDX100+US30+XAUUSD,NDX100/3min ss=180 (local_rank=0) | US30/5min ss=420 (local_rank=9) | NDX100/3min ss=420 (local_rank=6) | XAUUSD/1min ss=420 (local_rank=5),0.025,0.085,48.2,0.3,10,313,"{'NDX100': 1.205, 'US30': 1.613, 'XAUUSD': 0.915}",0.8,10019,3999,39.9
4,GER40+NDX100+NDX100+US30,NDX100/3min ss=180 (local_rank=0) | US30/5min ss=420 (local_rank=9) | NDX100/3min ss=420 (local_rank=6) | GER40/1min ss=420 (local_rank=6),0.051,0.0801,48.9,0.3,10,313,"{'NDX100': 1.135, 'US30': 1.52, 'GER40': 1.238}",0.8,8072,2928,36.3
4,GBPUSD+NDX100+US30+US30,NDX100/3min ss=180 (local_rank=0) | US30/5min ss=420 (local_rank=9) | US30/1min ss=300 (local_rank=3) | GBPUSD/1min ss=300 (local_rank=6),0.029,0.0826,50.2,0.3,10,313,"{'NDX100': 2.698, 'US30': 0.319, 'GBPUSD': 0.667}",0.8,8614,2517,29.2
4,NDX100+US30+US30+XAUUSD,NDX100/3min ss=180 (local_rank=0) | US30/5min ss=420 (local_rank=9) | US30/1min ss=300 (local_rank=3) | XAUUSD/1min ss=300 (local_rank=6),0.022,0.1207,48.6,1.0,11,313,"{'NDX100': 3.941, 'US30': 0.466, 'XAUUSD': 1.366}",0.8,7017,3355,47.8
4,NDX100+US30+US30+XAUUSD,NDX100/3min ss=180 (local_rank=0) | US30/5min ss=420 (local_rank=9) | US30/1min ss=300 (local_rank=3) | XAUUSD/1min ss=420 (local_rank=5),0.043,0.0982,51.4,0.3,11,313,"{'NDX100': 3.207, 'US30': 0.379, 'XAUUSD': 1.058}",0.8,7980,3030,38.0
4,GER40+NDX100+US30+US30,NDX100/3min ss=180 (local_rank=0) | US30/5min ss=420 (local_rank=9) | US30/1min ss=300 (local_rank=3) | GER40/1min ss=420 (local_rank=6),0.062,0.1197,51.1,0.3,11,313,"{'NDX100': 3.909, 'US30': 0.462, 'GER40': 1.851}",0.8,6033,2575,42.7
4,GBPUSD+NDX100+US30+XAUUSD,NDX100/3min ss=180 (local_rank=0) | US30/5min ss=420 (local_rank=9) | GBPUSD/1min ss=300 (local_rank=6) | XAUUSD/1min ss=300 (local_rank=6),-0.01,0.0868,47.6,0.3,10,313,"{'NDX100': 2.832, 'US30': 1.646, 'GBPUSD': 0.701, 'XAUUSD': 0.982}",0.8,9794,3595,36.7
4,GBPUSD+NDX100+US30+XAUUSD,NDX100/3min ss=180 (local_rank=0) | US30/5min ss=420 (local_rank=9) | GBPUSD/1min ss=300 (local_rank=6) | XAUUSD/1min ss=420 (local_rank=5),0.007,0.0706,49.2,0.3,10,313,"{'NDX100': 2.304, 'US30': 1.339, 'GBPUSD': 0.57, 'XAUUSD': 0.76}",0.8,10757,3021,28.1
4,GBPUSD+GER40+NDX100+US30,NDX100/3min ss=180 (local_rank=0) | US30/5min ss=420 (local_rank=9) | GBPUSD/1min ss=300 (local_rank=6) | GER40/1min ss=420 (local_rank=6),0.008,0.0699,52.4,0.3,10,313,"{'NDX100': 2.282, 'US30': 1.326, 'GBPUSD': 0.564, 'GER40': 1.08}",0.8,8810,2187,24.8
4,NDX100+US30+XAUUSD+XAUUSD,NDX100/3min ss=180 (local_rank=0) | US30/5min ss=420 (local_rank=9) | XAUUSD/1min ss=300 (local_rank=6) | XAUUSD/1min ss=420 (local_rank=5),0.009,0.093,51.4,0.3,11,313,"{'NDX100': 3.037, 'US30': 1.765, 'XAUUSD': 1.001}",0.8,9160,3832,41.8
4,GER40+NDX100+US30+XAUUSD,NDX100/3min ss=180 (local_rank=0) | US30/5min ss=420 (local_rank=9) | XAUUSD/1min ss=300 (local_rank=6) | GER40/1min ss=420 (local_rank=6),0.01,0.1206,50.8,0.3,11,313,"{'NDX100': 3.939, 'US30': 2.289, 'XAUUSD': 1.366, 'GER40': 1.865}",0.8,7213,3550,49.2
4,GER40+NDX100+US30+XAUUSD,NDX100/3min ss=180 (local_rank=0) | US30/5min ss=420 (local_rank=9) | XAUUSD/1min ss=420 (local_rank=5) | GER40/1min ss=420 (local_rank=6),0.037,0.1036,47.9,0.3,11,313,"{'NDX100': 3.382, 'US30': 1.966, 'XAUUSD': 1.115, 'GER40': 1.601}",0.8,8176,3480,42.6
4,NDX100+NDX100+US30+XAUUSD,NDX100/3min ss=180 (local_rank=0) | XAUUSD/5min ss=180 (local_rank=6) | NDX100/3min ss=420 (local_rank=6) | US30/1min ss=300 (local_rank=3),0.005,0.0807,51.4,0.3,10,313,"{'NDX100': 1.144, 'XAUUSD': 4.404, 'US30': 0.312}",0.8,9452,3764,39.8
4,GBPUSD+NDX100+NDX100+XAUUSD,NDX100/3min ss=180 (local_rank=0) | XAUUSD/5min ss=180 (local_rank=6) | NDX100/3min ss=420 (local_rank=6) | GBPUSD/1min ss=300 (local_rank=6),0.011,0.0737,48.2,0.3,10,313,"{'NDX100': 1.044, 'XAUUSD': 4.02, 'GBPUSD': 0.595}",0.8,12229,4527,37.0
4,NDX100+NDX100+XAUUSD+XAUUSD,NDX100/3min ss=180 (local_rank=0) | XAUUSD/5min ss=180 (local_rank=6) | NDX100/3min ss=420 (local_rank=6) | XAUUSD/1min ss=300 (local_rank=6),0.024,0.0816,49.5,0.3,10,313,"{'NDX100': 1.156, 'XAUUSD': 0.923}",0.8,10632,4704,44.2
4,NDX100+NDX100+XAUUSD+XAUUSD,NDX100/3min ss=180 (local_rank=0) | XAUUSD/5min ss=180 (local_rank=6) | NDX100/3min ss=420 (local_rank=6) | XAUUSD/1min ss=420 (local_rank=5),0.018,0.0757,50.2,0.3,10,313,"{'NDX100': 1.073, 'XAUUSD': 0.815}",0.8,11595,4608,39.7
4,GER40+NDX100+NDX100+XAUUSD,NDX100/3min ss=180 (local_rank=0) | XAUUSD/5min ss=180 (local_rank=6) | NDX100/3min ss=420 (local_rank=6) | GER40/1min ss=420 (local_rank=6),0.013,0.0809,49.8,0.3,10,313,"{'NDX100': 1.147, 'XAUUSD': 4.417, 'GER40': 1.251}",0.8,9648,3935,40.8
4,GBPUSD+NDX100+US30+XAUUSD,NDX100/3min ss=180 (local_rank=0) | XAUUSD/5min ss=180 (local_rank=6) | US30/1min ss=300 (local_rank=3) | GBPUSD/1min ss=300 (local_rank=6),0.017,0.0857,50.2,0.3,10,313,"{'NDX100': 2.797, 'XAUUSD': 4.675, 'US30': 0.331, 'GBPUSD': 0.692}",0.8,10190,4065,39.9
4,NDX100+US30+XAUUSD+XAUUSD,NDX100/3min ss=180 (local_rank=0) | XAUUSD/5min ss=180 (local_rank=6) | US30/1min ss=300 (local_rank=3) | XAUUSD/1min ss=300 (local_rank=6),0.027,0.0976,48.2,0.3,11,313,"{'NDX100': 3.186, 'XAUUSD': 1.104, 'US30': 0.377}",0.8,8593,4240,49.3
4,NDX100+US30+XAUUSD+XAUUSD,NDX100/3min ss=180 (local_rank=0) | XAUUSD/5min ss=180 (local_rank=6) | US30/1min ss=300 (local_rank=3) | XAUUSD/1min ss=420 (local_rank=5),0.024,0.0981,49.5,0.3,10,313,"{'NDX100': 3.203, 'XAUUSD': 1.056, 'US30': 0.379}",0.8,9556,4304,45.0
4,GER40+NDX100+US30+XAUUSD,NDX100/3min ss=180 (local_rank=0) | XAUUSD/5min ss=180 (local_rank=6) | US30/1min ss=300 (local_rank=3) | GER40/1min ss=420 (local_rank=6),0.012,0.0938,49.8,0.3,10,313,"{'NDX100': 3.062, 'XAUUSD': 5.117, 'US30': 0.362, 'GER40': 1.45}",0.8,7609,3330,43.8
4,GBPUSD+NDX100+XAUUSD+XAUUSD,NDX100/3min ss=180 (local_rank=0) | XAUUSD/5min ss=180 (local_rank=6) | GBPUSD/1min ss=300 (local_rank=6) | XAUUSD/1min ss=300 (local_rank=6),0.035,0.0817,51.8,0.3,10,313,"{'NDX100': 2.667, 'XAUUSD': 0.925, 'GBPUSD': 0.66}",0.8,11370,4887,43.0
4,GBPUSD+NDX100+XAUUSD+XAUUSD,NDX100/3min ss=180 (local_rank=0) | XAUUSD/5min ss=180 (local_rank=6) | GBPUSD/1min ss=300 (local_rank=6) | XAUUSD/1min ss=420 (local_rank=5),0.028,0.0801,47.9,0.3,10,313,"{'NDX100': 2.615, 'XAUUSD': 0.862, 'GBPUSD': 0.647}",0.8,12333,4777,38.7
4,GBPUSD+GER40+NDX100+XAUUSD,NDX100/3min ss=180 (local_rank=0) | XAUUSD/5min ss=180 (local_rank=6) | GBPUSD/1min ss=300 (local_rank=6) | GER40/1min ss=420 (local_rank=6),-0.001,0.0854,48.9,0.3,10,313,"{'NDX100': 2.788, 'XAUUSD': 4.66, 'GBPUSD': 0.69, 'GER40': 1.32}",0.8,10386,4136,39.8
4,NDX100+XAUUSD+XAUUSD+XAUUSD,NDX100/3min ss=180 (local_rank=0) | XAUUSD/5min ss=180 (local_rank=6) | XAUUSD/1min ss=300 (local_rank=6) | XAUUSD/1min ss=420 (local_rank=5),0.046,0.0807,51.4,0.3,10,313,"{'NDX100': 2.634, 'XAUUSD': 0.869}",0.8,10736,4670,43.5
4,GER40+NDX100+XAUUSD+XAUUSD,NDX100/3min ss=180 (local_rank=0) | XAUUSD/5min ss=180 (local_rank=6) | XAUUSD/1min ss=300 (local_rank=6) | GER40/1min ss=420 (local_rank=6),0.017,0.0876,51.4,0.3,10,313,"{'NDX100': 2.862, 'XAUUSD': 0.992, 'GER40': 1.355}",0.8,8789,4054,46.1
4,GER40+NDX100+XAUUSD+XAUUSD,NDX100/3min ss=180 (local_rank=0) | XAUUSD/5min ss=180 (local_rank=6) | XAUUSD/1min ss=420 (local_rank=5) | GER40/1min ss=420 (local_rank=6),0.02,0.0881,47.9,0.3,10,313,"{'NDX100': 2.875, 'XAUUSD': 0.948, 'GER40': 1.361}",0.8,9752,4214,43.2
4,GBPUSD+NDX100+NDX100+US30,NDX100/3min ss=180 (local_rank=0) | NDX100/3min ss=420 (local_rank=6) | US30/1min ss=300 (local_rank=3) | GBPUSD/1min ss=300 (local_rank=6),0.02,0.0637,51.8,0.3,10,313,"{'NDX100': 0.902, 'US30': 0.246, 'GBPUSD': 0.514}",0.8,9426,1680,17.8
4,NDX100+NDX100+US30+XAUUSD,NDX100/3min ss=180 (local_rank=0) | NDX100/3min ss=420 (local_rank=6) | US30/1min ss=300 (local_rank=3) | XAUUSD/1min ss=300 (local_rank=6),0.004,0.0892,50.8,0.3,10,313,"{'NDX100': 1.265, 'US30': 0.345, 'XAUUSD': 1.01}",0.8,7829,2570,32.8
4,NDX100+NDX100+US30+XAUUSD,NDX100/3min ss=180 (local_rank=0) | NDX100/3min ss=420 (local_rank=6) | US30/1min ss=300 (local_rank=3) | XAUUSD/1min ss=420 (local_rank=5),0.014,0.0708,52.4,0.3,10,313,"{'NDX100': 1.004, 'US30': 0.274, 'XAUUSD': 0.763}",0.8,8792,2017,22.9
4,GER40+NDX100+NDX100+US30,NDX100/3min ss=180 (local_rank=0) | NDX100/3min ss=420 (local_rank=6) | US30/1min ss=300 (local_rank=3) | GER40/1min ss=420 (local_rank=6),0.03,0.0932,47.9,0.3,10,313,"{'NDX100': 1.32, 'US30': 0.36, 'GER40': 1.44}",0.8,6845,1987,29.0
4,GBPUSD+NDX100+NDX100+XAUUSD,NDX100/3min ss=180 (local_rank=0) | NDX100/3min ss=420 (local_rank=6) | GBPUSD/1min ss=300 (local_rank=6) | XAUUSD/1min ss=300 (local_rank=6),0.013,0.064,49.8,0.3,10,313,"{'NDX100': 0.907, 'GBPUSD': 0.517, 'XAUUSD': 0.725}",0.8,10606,2464,23.2
4,GBPUSD+NDX100+NDX100+XAUUSD,NDX100/3min ss=180 (local_rank=0) | NDX100/3min ss=420 (local_rank=6) | GBPUSD/1min ss=300 (local_rank=6) | XAUUSD/1min ss=420 (local_rank=5),0.019,0.0594,50.2,0.3,10,313,"{'NDX100': 0.842, 'GBPUSD': 0.48, 'XAUUSD': 0.64}",0.8,11569,2246,19.4
4,GBPUSD+GER40+NDX100+NDX100,NDX100/3min ss=180 (local_rank=0) | NDX100/3min ss=420 (local_rank=6) | GBPUSD/1min ss=300 (local_rank=6) | GER40/1min ss=420 (local_rank=6),0.018,0.0707,50.2,0.3,10,313,"{'NDX100': 1.002, 'GBPUSD': 0.571, 'GER40': 1.092}",0.8,9622,2137,22.2
4,NDX100+NDX100+XAUUSD+XAUUSD,NDX100/3min ss=180 (local_rank=0) | NDX100/3min ss=420 (local_rank=6) | XAUUSD/1min ss=300 (local_rank=6) | XAUUSD/1min ss=420 (local_rank=5),0.01,0.0722,48.9,0.3,10,313,"{'NDX100': 1.023, 'XAUUSD': 0.777}",0.8,9972,2843,28.5
4,GER40+NDX100+NDX100+XAUUSD,NDX100/3min ss=180 (local_rank=0) | NDX100/3min ss=420 (local_rank=6) | XAUUSD/1min ss=300 (local_rank=6) | GER40/1min ss=420 (local_rank=6),0.01,0.0837,48.6,0.3,10,313,"{'NDX100': 1.186, 'XAUUSD': 0.948, 'GER40': 1.294}",0.8,8025,2534,31.6
4,GER40+NDX100+NDX100+XAUUSD,NDX100/3min ss=180 (local_rank=0) | NDX100/3min ss=420 (local_rank=6) | XAUUSD/1min ss=420 (local_rank=5) | GER40/1min ss=420 (local_rank=6),0.025,0.0719,50.8,0.3,10,313,"{'NDX100': 1.019, 'XAUUSD': 0.774, 'GER40': 1.112}",0.8,8988,2318,25.8
4,GBPUSD+NDX100+US30+XAUUSD,NDX100/3min ss=180 (local_rank=0) | US30/1min ss=300 (local_rank=3) | GBPUSD/1min ss=300 (local_rank=6) | XAUUSD/1min ss=300 (local_rank=6),0.015,0.1102,48.6,0.3,10,313,"{'NDX100': 3.598, 'US30': 0.426, 'GBPUSD': 0.89, 'XAUUSD': 1.247}",0.8,8567,3300,38.5
4,GBPUSD+NDX100+US30+XAUUSD,NDX100/3min ss=180 (local_rank=0) | US30/1min ss=300 (local_rank=3) | GBPUSD/1min ss=300 (local_rank=6) | XAUUSD/1min ss=420 (local_rank=5),0.024,0.0807,52.7,0.3,10,313,"{'NDX100': 2.634, 'US30': 0.312, 'GBPUSD': 0.652, 'XAUUSD': 0.869}",0.8,9530,2257,23.7
4,GBPUSD+GER40+NDX100+US30,NDX100/3min ss=180 (local_rank=0) | US30/1min ss=300 (local_rank=3) | GBPUSD/1min ss=300 (local_rank=6) | GER40/1min ss=420 (local_rank=6),0.016,0.1084,48.2,0.3,10,313,"{'NDX100': 3.539, 'US30': 0.419, 'GBPUSD': 0.875, 'GER40': 1.675}",0.8,7583,2343,30.9
4,NDX100+US30+XAUUSD+XAUUSD,NDX100/3min ss=180 (local_rank=0) | US30/1min ss=300 (local_rank=3) | XAUUSD/1min ss=300 (local_rank=6) | XAUUSD/1min ss=420 (local_rank=5),0.012,0.1111,51.1,0.3,11,313,"{'NDX100': 3.626, 'US30': 0.429, 'XAUUSD': 1.196}",0.8,7933,3029,38.2
4,GER40+NDX100+US30+XAUUSD,NDX100/3min ss=180 (local_rank=0) | US30/1min ss=300 (local_rank=3) | XAUUSD/1min ss=300 (local_rank=6) | GER40/1min ss=420 (local_rank=6),0.005,0.1308,48.6,0.3,11,313,"{'NDX100': 4.271, 'US30': 0.505, 'XAUUSD': 1.481, 'GER40': 2.022}",0.8,5986,2464,41.2
4,GER40+NDX100+US30+XAUUSD,NDX100/3min ss=180 (local_rank=0) | US30/1min ss=300 (local_rank=3) | XAUUSD/1min ss=420 (local_rank=5) | GER40/1min ss=420 (local_rank=6),0.023,0.1093,49.8,0.3,11,313,"{'NDX100': 3.568, 'US30': 0.422, 'XAUUSD': 1.177, 'GER40': 1.689}",0.8,6949,2189,31.5
4,GBPUSD+NDX100+XAUUSD+XAUUSD,NDX100/3min ss=180 (local_rank=0) | GBPUSD/1min ss=300 (local_rank=6) | XAUUSD/1min ss=300 (local_rank=6) | XAUUSD/1min ss=420 (local_rank=5),0.019,0.0836,47.6,0.3,10,313,"{'NDX100': 2.73, 'GBPUSD': 0.675, 'XAUUSD': 0.901}",0.8,10710,3335,31.1
4,GBPUSD+GER40+NDX100+XAUUSD,NDX100/3min ss=180 (local_rank=0) | GBPUSD/1min ss=300 (local_rank=6) | XAUUSD/1min ss=300 (local_rank=6) | GER40/1min ss=420 (local_rank=6),-0.005,0.0964,50.5,0.3,10,313,"{'NDX100': 3.148, 'GBPUSD': 0.779, 'XAUUSD': 1.091, 'GER40': 1.49}",0.8,8763,2943,33.6
4,GBPUSD+GER40+NDX100+XAUUSD,NDX100/3min ss=180 (local_rank=0) | GBPUSD/1min ss=300 (local_rank=6) | XAUUSD/1min ss=420 (local_rank=5) | GER40/1min ss=420 (local_rank=6),0.009,0.0847,51.4,0.3,10,313,"{'NDX100': 2.767, 'GBPUSD': 0.684, 'XAUUSD': 0.912, 'GER40': 1.31}",0.8,9726,2600,26.7
4,GER40+NDX100+XAUUSD+XAUUSD,NDX100/3min ss=180 (local_rank=0) | XAUUSD/1min ss=300 (local_rank=6) | XAUUSD/1min ss=420 (local_rank=5) | GER40/1min ss=420 (local_rank=6),0.006,0.1149,47.3,0.3,11,313,"{'NDX100': 3.751, 'XAUUSD': 1.237, 'GER40': 1.776}",0.8,8129,3322,40.9
4,EURUSD+GER40+NDX100+SPX500,EURUSD/3min ss=180 (local_rank=5) | NDX100/5min ss=300 (local_rank=5) | GER40/1min ss=300 (local_rank=5) | SPX500/3min ss=180 (local_rank=6),0.035,0.1479,48.0,0.0,11,319,"{'EURUSD': 2.342, 'NDX100': 4.271, 'GER40': 2.599, 'SPX500': 2.176}",0.8,5848,3415,58.4
4,EURUSD+GBPUSD+GER40+NDX100,EURUSD/3min ss=180 (local_rank=5) | NDX100/5min ss=300 (local_rank=5) | GER40/1min ss=300 (local_rank=5) | GBPUSD/3min ss=180 (local_rank=7),0.042,0.1317,51.1,0.0,10,313,"{'EURUSD': 2.086, 'NDX100': 3.803, 'GER40': 2.314, 'GBPUSD': 2.321}",0.8,5944,2943,49.5
4,EURUSD+GER40+NDX100+US30,EURUSD/3min ss=180 (local_rank=5) | NDX100/5min ss=300 (local_rank=5) | GER40/1min ss=300 (local_rank=5) | US30/5min ss=180 (local_rank=4),0.031,0.0939,50.2,0.0,10,313,"{'EURUSD': 1.486, 'NDX100': 2.71, 'GER40': 1.649, 'US30': 1.788}",0.8,7787,3623,46.5
4,EURUSD+EURUSD+GER40+NDX100,EURUSD/3min ss=180 (local_rank=5) | NDX100/5min ss=300 (local_rank=5) | GER40/1min ss=300 (local_rank=5) | EURUSD/5min ss=300 (local_rank=6),0.015,0.1444,49.2,0.0,11,313,"{'EURUSD': 7.574, 'NDX100': 4.169, 'GER40': 2.536}",0.8,8440,5416,64.2
4,EURUSD+GER40+NDX100+US30,EURUSD/3min ss=180 (local_rank=5) | NDX100/5min ss=300 (local_rank=5) | GER40/1min ss=300 (local_rank=5) | US30/5min ss=420 (local_rank=9),0.021,0.1164,50.8,0.0,10,313,"{'EURUSD': 1.843, 'NDX100': 3.361, 'GER40': 2.045, 'US30': 2.209}",0.8,7153,3430,48.0
4,EURUSD+GER40+NDX100+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | NDX100/5min ss=300 (local_rank=5) | GER40/1min ss=300 (local_rank=5) | XAUUSD/5min ss=180 (local_rank=6),0.028,0.1243,48.6,0.0,10,313,"{'EURUSD': 1.968, 'NDX100': 3.588, 'GER40': 2.183, 'XAUUSD': 6.78}",0.8,8729,5108,58.5
4,EURUSD+GER40+NDX100+NDX100,EURUSD/3min ss=180 (local_rank=5) | NDX100/5min ss=300 (local_rank=5) | GER40/1min ss=300 (local_rank=5) | NDX100/3min ss=420 (local_rank=6),0.044,0.0897,48.9,0.0,10,313,"{'EURUSD': 1.42, 'NDX100': 1.271, 'GER40': 1.575}",0.8,7965,2706,34.0
4,EURUSD+GER40+NDX100+US30,EURUSD/3min ss=180 (local_rank=5) | NDX100/5min ss=300 (local_rank=5) | GER40/1min ss=300 (local_rank=5) | US30/1min ss=300 (local_rank=3),0.058,0.1284,49.5,0.0,10,313,"{'EURUSD': 2.034, 'NDX100': 3.709, 'GER40': 2.256, 'US30': 0.496}",0.8,5926,2588,43.7
4,EURUSD+GBPUSD+GER40+NDX100,EURUSD/3min ss=180 (local_rank=5) | NDX100/5min ss=300 (local_rank=5) | GER40/1min ss=300 (local_rank=5) | GBPUSD/1min ss=300 (local_rank=6),0.034,0.0925,49.2,0.0,10,313,"{'EURUSD': 1.465, 'NDX100': 2.671, 'GER40': 1.625, 'GBPUSD': 0.747}",0.8,8703,2975,34.2
4,EURUSD+GER40+NDX100+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | NDX100/5min ss=300 (local_rank=5) | GER40/1min ss=300 (local_rank=5) | XAUUSD/1min ss=300 (local_rank=6),0.03,0.1357,51.4,0.0,10,313,"{'EURUSD': 2.15, 'NDX100': 3.92, 'GER40': 2.385, 'XAUUSD': 1.537}",0.8,7106,3737,52.6
4,EURUSD+GER40+NDX100+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | NDX100/5min ss=300 (local_rank=5) | GER40/1min ss=300 (local_rank=5) | XAUUSD/1min ss=420 (local_rank=5),0.014,0.0891,52.7,0.0,10,313,"{'EURUSD': 1.411, 'NDX100': 2.573, 'GER40': 1.565, 'XAUUSD': 0.959}",0.8,8069,2535,31.4
4,EURUSD+GER40+GER40+NDX100,EURUSD/3min ss=180 (local_rank=5) | NDX100/5min ss=300 (local_rank=5) | GER40/1min ss=300 (local_rank=5) | GER40/1min ss=420 (local_rank=6),0.038,0.1285,48.6,0.0,10,313,"{'EURUSD': 2.035, 'NDX100': 3.711, 'GER40': 1.986}",0.8,6122,2645,43.2
4,EURUSD+GBPUSD+NDX100+SPX500,EURUSD/3min ss=180 (local_rank=5) | NDX100/5min ss=300 (local_rank=5) | SPX500/3min ss=180 (local_rank=6) | GBPUSD/3min ss=180 (local_rank=7),0.049,0.1478,49.5,0.0,11,319,"{'EURUSD': 2.34, 'NDX100': 4.268, 'SPX500': 2.174, 'GBPUSD': 2.605}",0.8,5936,3594,60.5
4,EURUSD+NDX100+SPX500+US30,EURUSD/3min ss=180 (local_rank=5) | NDX100/5min ss=300 (local_rank=5) | SPX500/3min ss=180 (local_rank=6) | US30/5min ss=180 (local_rank=4),0.101,0.1273,51.1,0.0,11,319,"{'EURUSD': 2.016, 'NDX100': 3.677, 'SPX500': 1.873, 'US30': 2.426}",0.8,7779,4921,63.3
4,EURUSD+EURUSD+NDX100+SPX500,EURUSD/3min ss=180 (local_rank=5) | NDX100/5min ss=300 (local_rank=5) | SPX500/3min ss=180 (local_rank=6) | EURUSD/5min ss=300 (local_rank=6),0.004,0.1499,50.8,0.3,11,319,"{'EURUSD': 7.863, 'NDX100': 4.328, 'SPX500': 2.205}",0.8,8432,5798,68.8
4,EURUSD+NDX100+SPX500+US30,EURUSD/3min ss=180 (local_rank=5) | NDX100/5min ss=300 (local_rank=5) | SPX500/3min ss=180 (local_rank=6) | US30/5min ss=420 (local_rank=9),0.006,0.1274,48.3,0.3,11,319,"{'EURUSD': 2.018, 'NDX100': 3.68, 'SPX500': 1.874, 'US30': 2.418}",0.8,7145,4023,56.3
4,EURUSD+NDX100+SPX500+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | NDX100/5min ss=300 (local_rank=5) | SPX500/3min ss=180 (local_rank=6) | XAUUSD/5min ss=180 (local_rank=6),0.029,0.1346,51.7,0.0,11,319,"{'EURUSD': 2.131, 'NDX100': 3.886, 'SPX500': 1.979, 'XAUUSD': 7.342}",0.8,8721,5721,65.6
4,EURUSD+NDX100+NDX100+SPX500,EURUSD/3min ss=180 (local_rank=5) | NDX100/5min ss=300 (local_rank=5) | SPX500/3min ss=180 (local_rank=6) | NDX100/3min ss=420 (local_rank=6),0.029,0.1037,47.3,0.0,10,319,"{'EURUSD': 1.642, 'NDX100': 1.47, 'SPX500': 1.526}",0.8,7957,3589,45.1
4,EURUSD+NDX100+SPX500+US30,EURUSD/3min ss=180 (local_rank=5) | NDX100/5min ss=300 (local_rank=5) | SPX500/3min ss=180 (local_rank=6) | US30/1min ss=300 (local_rank=3),0.024,0.1452,50.2,0.0,11,319,"{'EURUSD': 2.3, 'NDX100': 4.194, 'SPX500': 2.136, 'US30': 0.561}",0.8,5918,3219,54.4
4,EURUSD+GBPUSD+NDX100+SPX500,EURUSD/3min ss=180 (local_rank=5) | NDX100/5min ss=300 (local_rank=5) | SPX500/3min ss=180 (local_rank=6) | GBPUSD/1min ss=300 (local_rank=6),0.017,0.1016,51.7,0.0,10,319,"{'EURUSD': 1.608, 'NDX100': 2.933, 'SPX500': 1.494, 'GBPUSD': 0.82}",0.8,8695,3694,42.5
4,EURUSD+NDX100+SPX500+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | NDX100/5min ss=300 (local_rank=5) | SPX500/3min ss=180 (local_rank=6) | XAUUSD/1min ss=300 (local_rank=6),0.024,0.145,52.7,0.0,11,319,"{'EURUSD': 2.296, 'NDX100': 4.187, 'SPX500': 2.133, 'XAUUSD': 1.641}",0.8,7098,4247,59.8
4,EURUSD+NDX100+SPX500+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | NDX100/5min ss=300 (local_rank=5) | SPX500/3min ss=180 (local_rank=6) | XAUUSD/1min ss=420 (local_rank=5),0.009,0.1149,52.0,0.0,10,319,"{'EURUSD': 1.819, 'NDX100': 3.318, 'SPX500': 1.69, 'XAUUSD': 1.237}",0.8,8061,3632,45.1
4,EURUSD+GER40+NDX100+SPX500,EURUSD/3min ss=180 (local_rank=5) | NDX100/5min ss=300 (local_rank=5) | SPX500/3min ss=180 (local_rank=6) | GER40/1min ss=420 (local_rank=6),0.019,0.1441,50.5,0.0,11,319,"{'EURUSD': 2.282, 'NDX100': 4.162, 'SPX500': 2.12, 'GER40': 2.227}",0.8,6114,3284,53.7
