size,assets,labels,avg_pairwise_corr,risk_multiplier_k,pass_pct,still_going_pct,median_days_to_pass,n_cohorts,per_asset_risk_pct,margin_cap_frac,n_trades_total,n_trades_rejected,pct_trades_rejected
3,EURUSD+GBPUSD+NDX100,EURUSD/3min ss=180 (local_rank=5) | GBPUSD/3min ss=180 (local_rank=7) | NDX100/3min ss=420 (local_rank=6),0.057,0.1025,47.6,0.3,10,313,"{'EURUSD': 1.623, 'GBPUSD': 1.806, 'NDX100': 1.452}",0.8,7328,3003,41.0
3,EURUSD+GBPUSD+US30,EURUSD/3min ss=180 (local_rank=5) | GBPUSD/3min ss=180 (local_rank=7) | US30/1min ss=300 (local_rank=3),0.035,0.2554,51.1,0.6,16,313,"{'EURUSD': 4.044, 'GBPUSD': 4.501, 'US30': 0.986}",0.8,5289,3780,71.5
3,EURUSD+GBPUSD+US30,EURUSD/3min ss=180 (local_rank=5) | GBPUSD/3min ss=180 (local_rank=7) | US30/1min ss=300 (local_rank=3),0.035,0.4984,51.3,1.6,57,312,"{'EURUSD': 7.892, 'GBPUSD': 8.784, 'US30': 1.924}",0.8,5289,4720,89.2
3,EURUSD+GBPUSD+US30,EURUSD/3min ss=180 (local_rank=5) | GBPUSD/3min ss=180 (local_rank=7) | US30/1min ss=300 (local_rank=3),0.035,0.641,51.8,6.8,80,311,"{'EURUSD': 10.15, 'GBPUSD': 11.297, 'US30': 2.475}",0.8,5289,4901,92.7
3,EURUSD+GBPUSD+US30,EURUSD/3min ss=180 (local_rank=5) | GBPUSD/3min ss=180 (local_rank=7) | US30/1min ss=300 (local_rank=3),0.035,0.6609,47.6,6.8,85,311,"{'EURUSD': 10.466, 'GBPUSD': 11.648, 'US30': 2.552}",0.8,5289,4925,93.1
3,EURUSD+GBPUSD+GBPUSD,EURUSD/3min ss=180 (local_rank=5) | GBPUSD/3min ss=180 (local_rank=7) | GBPUSD/1min ss=300 (local_rank=6),0.074,0.1175,48.9,0.3,10,313,"{'EURUSD': 1.861, 'GBPUSD': 0.949}",0.8,8066,3631,45.0
3,EURUSD+GBPUSD+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | GBPUSD/3min ss=180 (local_rank=7) | XAUUSD/1min ss=300 (local_rank=6),0.052,0.2569,50.5,0.6,17,313,"{'EURUSD': 4.068, 'GBPUSD': 4.527, 'XAUUSD': 2.908}",0.8,6469,5009,77.4
3,EURUSD+GBPUSD+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | GBPUSD/3min ss=180 (local_rank=7) | XAUUSD/1min ss=420 (local_rank=5),0.031,0.1404,50.8,0.0,11,313,"{'EURUSD': 2.223, 'GBPUSD': 2.474, 'XAUUSD': 1.512}",0.8,7432,3626,48.8
3,EURUSD+GBPUSD+GER40,EURUSD/3min ss=180 (local_rank=5) | GBPUSD/3min ss=180 (local_rank=7) | GER40/1min ss=420 (local_rank=6),0.07,0.145,52.1,0.0,11,313,"{'EURUSD': 2.296, 'GBPUSD': 2.556, 'GER40': 2.241}",0.8,5485,2811,51.2
3,EURUSD+GBPUSD+GER40,EURUSD/3min ss=180 (local_rank=5) | GBPUSD/3min ss=180 (local_rank=7) | GER40/1min ss=420 (local_rank=6),0.07,0.1721,51.0,0.3,12,312,"{'EURUSD': 2.725, 'GBPUSD': 3.033, 'GER40': 2.66}",0.8,5485,3171,57.8
3,EURUSD+GBPUSD+GER40,EURUSD/3min ss=180 (local_rank=5) | GBPUSD/3min ss=180 (local_rank=7) | GER40/1min ss=420 (local_rank=6),0.07,0.254,49.7,0.6,17,312,"{'EURUSD': 4.022, 'GBPUSD': 4.476, 'GER40': 3.926}",0.8,5485,3920,71.5
3,EURUSD+EURUSD+US30,EURUSD/3min ss=180 (local_rank=5) | US30/5min ss=180 (local_rank=4) | EURUSD/5min ss=300 (local_rank=6),0.003,0.1282,49.2,0.6,10,313,"{'EURUSD': 6.724, 'US30': 2.442}",0.8,9646,6428,66.6
3,EURUSD+EURUSD+US30,EURUSD/3min ss=180 (local_rank=5) | US30/5min ss=180 (local_rank=4) | EURUSD/5min ss=300 (local_rank=6),0.003,0.2183,48.6,1.0,16,313,"{'EURUSD': 11.454, 'US30': 4.16}",0.8,9646,8134,84.3
3,EURUSD+EURUSD+US30,EURUSD/3min ss=180 (local_rank=5) | US30/5min ss=180 (local_rank=4) | EURUSD/5min ss=300 (local_rank=6),0.003,0.2471,52.1,1.6,22,313,"{'EURUSD': 12.964, 'US30': 4.709}",0.8,9646,8436,87.5
3,EURUSD+US30+US30,EURUSD/3min ss=180 (local_rank=5) | US30/5min ss=180 (local_rank=4) | US30/5min ss=420 (local_rank=9),-0.012,0.0858,51.4,0.3,10,313,"{'EURUSD': 1.358, 'US30': 1.628}",0.8,8359,3936,47.1
3,EURUSD+US30+US30,EURUSD/3min ss=180 (local_rank=5) | US30/5min ss=180 (local_rank=4) | US30/5min ss=420 (local_rank=9),-0.012,0.2306,48.9,0.6,18,313,"{'EURUSD': 3.652, 'US30': 4.377}",0.8,8359,6897,82.5
3,EURUSD+US30+US30,EURUSD/3min ss=180 (local_rank=5) | US30/5min ss=180 (local_rank=4) | US30/5min ss=420 (local_rank=9),-0.012,0.2469,49.2,1.0,23,313,"{'EURUSD': 3.91, 'US30': 4.686}",0.8,8359,7049,84.3
3,EURUSD+US30+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | US30/5min ss=180 (local_rank=4) | XAUUSD/5min ss=180 (local_rank=6),0.051,0.1217,50.8,0.3,10,313,"{'EURUSD': 1.928, 'US30': 2.319, 'XAUUSD': 6.642}",0.8,9935,6596,66.4
3,EURUSD+NDX100+US30,EURUSD/3min ss=180 (local_rank=5) | US30/5min ss=180 (local_rank=4) | NDX100/3min ss=420 (local_rank=6),0.009,0.0803,51.8,0.3,10,313,"{'EURUSD': 1.272, 'US30': 1.53, 'NDX100': 1.138}",0.8,9171,3697,40.3
3,EURUSD+US30+US30,EURUSD/3min ss=180 (local_rank=5) | US30/5min ss=180 (local_rank=4) | US30/1min ss=300 (local_rank=3),-0.0,0.1327,47.6,0.0,11,313,"{'EURUSD': 2.101, 'US30': 0.512}",0.8,7132,4163,58.4
3,EURUSD+GBPUSD+US30,EURUSD/3min ss=180 (local_rank=5) | US30/5min ss=180 (local_rank=4) | GBPUSD/1min ss=300 (local_rank=6),0.022,0.0917,47.3,0.0,10,313,"{'EURUSD': 1.452, 'US30': 1.747, 'GBPUSD': 0.74}",0.8,9909,4312,43.5
3,EURUSD+US30+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | US30/5min ss=180 (local_rank=4) | XAUUSD/1min ss=300 (local_rank=6),0.034,0.1309,48.9,0.6,11,313,"{'EURUSD': 2.072, 'US30': 2.494, 'XAUUSD': 1.482}",0.8,8312,5131,61.7
3,EURUSD+US30+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | US30/5min ss=180 (local_rank=4) | XAUUSD/1min ss=420 (local_rank=5),0.012,0.0909,50.2,0.0,10,313,"{'EURUSD': 1.439, 'US30': 1.732, 'XAUUSD': 0.979}",0.8,9275,3985,43.0
3,EURUSD+US30+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | US30/5min ss=180 (local_rank=4) | XAUUSD/1min ss=420 (local_rank=5),0.012,0.1069,49.2,0.0,10,313,"{'EURUSD': 1.693, 'US30': 2.037, 'XAUUSD': 1.151}",0.8,9275,4503,48.5
3,EURUSD+US30+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | US30/5min ss=180 (local_rank=4) | XAUUSD/1min ss=420 (local_rank=5),0.012,0.1219,50.2,0.3,10,313,"{'EURUSD': 1.93, 'US30': 2.322, 'XAUUSD': 1.312}",0.8,9275,4903,52.9
3,EURUSD+GER40+US30,EURUSD/3min ss=180 (local_rank=5) | US30/5min ss=180 (local_rank=4) | GER40/1min ss=420 (local_rank=6),0.01,0.1297,51.4,0.6,11,313,"{'EURUSD': 2.054, 'US30': 2.472, 'GER40': 2.005}",0.8,7328,4194,57.2
3,EURUSD+EURUSD+US30,EURUSD/3min ss=180 (local_rank=5) | EURUSD/5min ss=300 (local_rank=6) | US30/5min ss=420 (local_rank=9),-0.012,0.1481,49.5,0.3,11,313,"{'EURUSD': 7.767, 'US30': 2.809}",0.8,9012,6144,68.2
3,EURUSD+EURUSD+US30,EURUSD/3min ss=180 (local_rank=5) | EURUSD/5min ss=300 (local_rank=6) | US30/5min ss=420 (local_rank=9),-0.012,0.2131,50.2,0.6,15,313,"{'EURUSD': 11.181, 'US30': 4.044}",0.8,9012,7306,81.1
3,EURUSD+EURUSD+US30,EURUSD/3min ss=180 (local_rank=5) | EURUSD/5min ss=300 (local_rank=6) | US30/5min ss=420 (local_rank=9),-0.012,0.249,48.2,1.0,19,313,"{'EURUSD': 13.064, 'US30': 4.725}",0.8,9012,7715,85.6
3,EURUSD+EURUSD+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | EURUSD/5min ss=300 (local_rank=6) | XAUUSD/5min ss=180 (local_rank=6),0.042,0.1437,50.8,0.0,11,313,"{'EURUSD': 7.54, 'XAUUSD': 7.842}",0.8,10588,7575,71.5
3,EURUSD+EURUSD+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | EURUSD/5min ss=300 (local_rank=6) | XAUUSD/5min ss=180 (local_rank=6),0.042,0.2324,50.2,0.3,16,313,"{'EURUSD': 12.192, 'XAUUSD': 12.681}",0.8,10588,9151,86.4
3,EURUSD+EURUSD+NDX100,EURUSD/3min ss=180 (local_rank=5) | EURUSD/5min ss=300 (local_rank=6) | NDX100/3min ss=420 (local_rank=6),0.012,0.1395,52.7,0.0,10,313,"{'EURUSD': 7.317, 'NDX100': 1.977}",0.8,9824,6134,62.4
3,EURUSD+EURUSD+US30,EURUSD/3min ss=180 (local_rank=5) | EURUSD/5min ss=300 (local_rank=6) | US30/1min ss=300 (local_rank=3),-0.004,0.288,47.3,1.3,19,313,"{'EURUSD': 15.11, 'US30': 1.112}",0.8,7785,6561,84.3
3,EURUSD+EURUSD+GBPUSD,EURUSD/3min ss=180 (local_rank=5) | EURUSD/5min ss=300 (local_rank=6) | GBPUSD/1min ss=300 (local_rank=6),0.062,0.1506,47.9,0.0,11,313,"{'EURUSD': 7.902, 'GBPUSD': 1.216}",0.8,10562,6842,64.8
3,EURUSD+EURUSD+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | EURUSD/5min ss=300 (local_rank=6) | XAUUSD/1min ss=300 (local_rank=6),0.032,0.2858,49.2,0.3,22,313,"{'EURUSD': 14.993, 'XAUUSD': 3.235}",0.8,8965,7767,86.6
3,EURUSD+EURUSD+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | EURUSD/5min ss=300 (local_rank=6) | XAUUSD/1min ss=420 (local_rank=5),-0.011,0.1435,49.5,0.0,11,313,"{'EURUSD': 7.531, 'XAUUSD': 1.546}",0.8,9928,5952,60.0
3,EURUSD+EURUSD+GER40,EURUSD/3min ss=180 (local_rank=5) | EURUSD/5min ss=300 (local_rank=6) | GER40/1min ss=420 (local_rank=6),0.012,0.1447,51.4,0.0,11,313,"{'EURUSD': 7.59, 'GER40': 2.236}",0.8,7981,4978,62.4
3,EURUSD+EURUSD+GER40,EURUSD/3min ss=180 (local_rank=5) | EURUSD/5min ss=300 (local_rank=6) | GER40/1min ss=420 (local_rank=6),0.012,0.2108,52.2,0.3,15,312,"{'EURUSD': 11.061, 'GER40': 3.259}",0.8,7981,6043,75.7
3,EURUSD+EURUSD+GER40,EURUSD/3min ss=180 (local_rank=5) | EURUSD/5min ss=300 (local_rank=6) | GER40/1min ss=420 (local_rank=6),0.012,0.2752,50.3,0.0,19,312,"{'EURUSD': 14.435, 'GER40': 4.253}",0.8,7981,6638,83.2
3,EURUSD+US30+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | US30/5min ss=420 (local_rank=9) | XAUUSD/5min ss=180 (local_rank=6),0.015,0.0883,52.1,0.3,10,313,"{'EURUSD': 1.398, 'US30': 1.676, 'XAUUSD': 4.819}",0.8,9301,4731,50.9
3,EURUSD+US30+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | US30/5min ss=420 (local_rank=9) | XAUUSD/5min ss=180 (local_rank=6),0.015,0.1039,49.2,0.3,10,313,"{'EURUSD': 1.645, 'US30': 1.971, 'XAUUSD': 5.668}",0.8,9301,5242,56.4
3,EURUSD+US30+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | US30/5min ss=420 (local_rank=9) | XAUUSD/5min ss=180 (local_rank=6),0.015,0.1287,47.3,0.3,10,313,"{'EURUSD': 2.038, 'US30': 2.442, 'XAUUSD': 7.023}",0.8,9301,5932,63.8
3,EURUSD+NDX100+US30,EURUSD/3min ss=180 (local_rank=5) | US30/5min ss=420 (local_rank=9) | NDX100/3min ss=420 (local_rank=6),0.024,0.0847,51.4,0.3,10,313,"{'EURUSD': 1.342, 'US30': 1.608, 'NDX100': 1.201}",0.8,8537,3354,39.3
3,EURUSD+US30+US30,EURUSD/3min ss=180 (local_rank=5) | US30/5min ss=420 (local_rank=9) | US30/1min ss=300 (local_rank=3),0.034,0.1296,50.5,0.0,11,313,"{'EURUSD': 2.052, 'US30': 0.5}",0.8,6498,3286,50.6
3,EURUSD+GBPUSD+US30,EURUSD/3min ss=180 (local_rank=5) | US30/5min ss=420 (local_rank=9) | GBPUSD/1min ss=300 (local_rank=6),0.002,0.0919,47.3,0.3,10,313,"{'EURUSD': 1.455, 'US30': 1.743, 'GBPUSD': 0.742}",0.8,9275,3459,37.3
3,EURUSD+US30+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | US30/5min ss=420 (local_rank=9) | XAUUSD/1min ss=300 (local_rank=6),-0.007,0.1381,50.5,0.3,11,313,"{'EURUSD': 2.187, 'US30': 2.621, 'XAUUSD': 1.563}",0.8,7678,4485,58.4
3,EURUSD+US30+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | US30/5min ss=420 (local_rank=9) | XAUUSD/1min ss=420 (local_rank=5),0.0,0.0934,50.5,0.3,10,313,"{'EURUSD': 1.478, 'US30': 1.772, 'XAUUSD': 1.005}",0.8,8641,3520,40.7
3,EURUSD+US30+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | US30/5min ss=420 (local_rank=9) | XAUUSD/1min ss=420 (local_rank=5),0.0,0.1071,49.8,0.3,10,313,"{'EURUSD': 1.696, 'US30': 2.032, 'XAUUSD': 1.153}",0.8,8641,3931,45.5
3,EURUSD+US30+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | US30/5min ss=420 (local_rank=9) | XAUUSD/1min ss=420 (local_rank=5),0.0,0.1256,48.9,0.3,11,313,"{'EURUSD': 1.989, 'US30': 2.383, 'XAUUSD': 1.353}",0.8,8641,4389,50.8
3,EURUSD+GER40+US30,EURUSD/3min ss=180 (local_rank=5) | US30/5min ss=420 (local_rank=9) | GER40/1min ss=420 (local_rank=6),0.038,0.1267,52.4,0.6,11,313,"{'EURUSD': 2.007, 'US30': 2.405, 'GER40': 1.959}",0.8,6694,3392,50.7
3,EURUSD+NDX100+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | XAUUSD/5min ss=180 (local_rank=6) | NDX100/3min ss=420 (local_rank=6),0.039,0.0933,50.5,0.3,10,313,"{'EURUSD': 1.478, 'XAUUSD': 5.093, 'NDX100': 1.323}",0.8,10113,4928,48.7
3,EURUSD+US30+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | XAUUSD/5min ss=180 (local_rank=6) | US30/1min ss=300 (local_rank=3),0.024,0.1466,50.5,0.0,11,313,"{'EURUSD': 2.322, 'XAUUSD': 8.001, 'US30': 0.566}",0.8,8074,5166,64.0
3,EURUSD+US30+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | XAUUSD/5min ss=180 (local_rank=6) | US30/1min ss=300 (local_rank=3),0.024,0.2022,48.2,0.6,12,313,"{'EURUSD': 3.201, 'XAUUSD': 11.031, 'US30': 0.781}",0.8,8074,6016,74.5
3,EURUSD+US30+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | XAUUSD/5min ss=180 (local_rank=6) | US30/1min ss=300 (local_rank=3),0.024,0.2251,49.8,0.6,15,313,"{'EURUSD': 3.564, 'XAUUSD': 12.282, 'US30': 0.869}",0.8,8074,6257,77.5
3,EURUSD+GBPUSD+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | XAUUSD/5min ss=180 (local_rank=6) | GBPUSD/1min ss=300 (local_rank=6),0.071,0.0878,48.2,0.3,10,313,"{'EURUSD': 1.391, 'XAUUSD': 4.793, 'GBPUSD': 0.709}",0.8,10851,4850,44.7
3,EURUSD+XAUUSD+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | XAUUSD/5min ss=180 (local_rank=6) | XAUUSD/1min ss=300 (local_rank=6),0.096,0.1408,52.7,0.0,11,313,"{'EURUSD': 2.229, 'XAUUSD': 1.593}",0.8,9254,6083,65.7
3,EURUSD+XAUUSD+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | XAUUSD/5min ss=180 (local_rank=6) | XAUUSD/1min ss=420 (local_rank=5),0.056,0.1342,51.4,0.3,11,313,"{'EURUSD': 2.124, 'XAUUSD': 1.444}",0.8,10217,6031,59.0
3,EURUSD+GER40+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | XAUUSD/5min ss=180 (local_rank=6) | GER40/1min ss=420 (local_rank=6),0.033,0.1376,48.6,0.3,11,313,"{'EURUSD': 2.178, 'XAUUSD': 7.506, 'GER40': 2.126}",0.8,8270,5096,61.6
3,EURUSD+NDX100+US30,EURUSD/3min ss=180 (local_rank=5) | NDX100/3min ss=420 (local_rank=6) | US30/1min ss=300 (local_rank=3),0.008,0.1101,50.2,0.3,10,313,"{'EURUSD': 1.744, 'NDX100': 1.561, 'US30': 0.425}",0.8,7310,2901,39.7
3,EURUSD+GBPUSD+NDX100,EURUSD/3min ss=180 (local_rank=5) | NDX100/3min ss=420 (local_rank=6) | GBPUSD/1min ss=300 (local_rank=6),0.058,0.0674,49.8,0.3,10,313,"{'EURUSD': 1.067, 'NDX100': 0.955, 'GBPUSD': 0.544}",0.8,10087,2389,23.7
3,EURUSD+NDX100+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | NDX100/3min ss=420 (local_rank=6) | XAUUSD/1min ss=300 (local_rank=6),0.029,0.0953,51.1,0.3,10,313,"{'EURUSD': 1.51, 'NDX100': 1.351, 'XAUUSD': 1.079}",0.8,8490,3414,40.2
3,EURUSD+NDX100+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | NDX100/3min ss=420 (local_rank=6) | XAUUSD/1min ss=420 (local_rank=5),0.014,0.0915,50.2,0.3,10,313,"{'EURUSD': 1.448, 'NDX100': 1.296, 'XAUUSD': 0.985}",0.8,9453,3372,35.7
3,EURUSD+GER40+NDX100,EURUSD/3min ss=180 (local_rank=5) | NDX100/3min ss=420 (local_rank=6) | GER40/1min ss=420 (local_rank=6),0.047,0.0988,47.3,0.3,10,313,"{'EURUSD': 1.564, 'NDX100': 1.4, 'GER40': 1.527}",0.8,7506,2755,36.7
3,EURUSD+GBPUSD+US30,EURUSD/3min ss=180 (local_rank=5) | US30/1min ss=300 (local_rank=3) | GBPUSD/1min ss=300 (local_rank=6),0.042,0.1145,51.4,0.3,10,313,"{'EURUSD': 1.813, 'US30': 0.442, 'GBPUSD': 0.925}",0.8,8048,3224,40.1
3,EURUSD+US30+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | US30/1min ss=300 (local_rank=3) | XAUUSD/1min ss=300 (local_rank=6),0.007,0.2834,52.1,0.3,17,313,"{'EURUSD': 4.487, 'US30': 1.094, 'XAUUSD': 3.207}",0.8,6451,4861,75.4
3,EURUSD+US30+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | US30/1min ss=300 (local_rank=3) | XAUUSD/1min ss=420 (local_rank=5),-0.001,0.1397,49.8,0.0,10,313,"{'EURUSD': 2.212, 'US30': 0.539, 'XAUUSD': 1.504}",0.8,7414,3301,44.5
3,EURUSD+GER40+US30,EURUSD/3min ss=180 (local_rank=5) | US30/1min ss=300 (local_rank=3) | GER40/1min ss=420 (local_rank=6),0.018,0.1463,49.2,0.0,11,313,"{'EURUSD': 2.316, 'US30': 0.565, 'GER40': 2.261}",0.8,5467,2499,45.7
3,EURUSD+GER40+US30,EURUSD/3min ss=180 (local_rank=5) | US30/1min ss=300 (local_rank=3) | GER40/1min ss=420 (local_rank=6),0.018,0.1629,52.4,0.3,11,313,"{'EURUSD': 2.579, 'US30': 0.629, 'GER40': 2.517}",0.8,5467,2747,50.2
3,EURUSD+GER40+US30,EURUSD/3min ss=180 (local_rank=5) | US30/1min ss=300 (local_rank=3) | GER40/1min ss=420 (local_rank=6),0.018,0.2245,51.1,0.3,15,313,"{'EURUSD': 3.556, 'US30': 0.867, 'GER40': 3.471}",0.8,5467,3362,61.5
3,EURUSD+GBPUSD+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | GBPUSD/1min ss=300 (local_rank=6) | XAUUSD/1min ss=300 (local_rank=6),0.061,0.0975,52.1,0.3,10,313,"{'EURUSD': 1.544, 'GBPUSD': 0.787, 'XAUUSD': 1.103}",0.8,9228,3658,39.6
3,EURUSD+GBPUSD+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | GBPUSD/1min ss=300 (local_rank=6) | XAUUSD/1min ss=420 (local_rank=5),0.045,0.0844,47.9,0.3,10,313,"{'EURUSD': 1.336, 'GBPUSD': 0.681, 'XAUUSD': 0.908}",0.8,10191,3053,30.0
3,EURUSD+GBPUSD+GER40,EURUSD/3min ss=180 (local_rank=5) | GBPUSD/1min ss=300 (local_rank=6) | GER40/1min ss=420 (local_rank=6),0.03,0.1174,49.5,0.3,10,313,"{'EURUSD': 1.859, 'GBPUSD': 0.948, 'GER40': 1.814}",0.8,8244,3351,40.6
3,EURUSD+XAUUSD+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | XAUUSD/1min ss=300 (local_rank=6) | XAUUSD/1min ss=420 (local_rank=5),0.026,0.1435,49.5,0.0,11,313,"{'EURUSD': 2.273, 'XAUUSD': 1.545}",0.8,8594,4504,52.4
3,EURUSD+GER40+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | XAUUSD/1min ss=300 (local_rank=6) | GER40/1min ss=420 (local_rank=6),0.012,0.1457,49.5,0.0,11,313,"{'EURUSD': 2.307, 'XAUUSD': 1.649, 'GER40': 2.252}",0.8,6647,3531,53.1
3,EURUSD+GER40+XAUUSD,EURUSD/3min ss=180 (local_rank=5) | XAUUSD/1min ss=420 (local_rank=5) | GER40/1min ss=420 (local_rank=6),0.014,0.14,49.8,0.0,11,313,"{'EURUSD': 2.216, 'XAUUSD': 1.507, 'GER40': 2.163}",0.8,7610,3496,45.9
3,GER40+NDX100+SPX500,NDX100/5min ss=300 (local_rank=5) | GER40/1min ss=300 (local_rank=5) | SPX500/3min ss=180 (local_rank=6),0.051,0.164,47.3,0.9,17,319,"{'NDX100': 4.735, 'GER40': 2.881, 'SPX500': 2.412}",0.8,2901,1582,54.5
3,GBPUSD+GER40+NDX100,NDX100/5min ss=300 (local_rank=5) | GER40/1min ss=300 (local_rank=5) | GBPUSD/3min ss=180 (local_rank=7),0.043,0.1652,48.2,0.3,15,313,"{'NDX100': 4.77, 'GER40': 2.902, 'GBPUSD': 2.911}",0.8,2997,1356,45.2
3,GER40+NDX100+US30,NDX100/5min ss=300 (local_rank=5) | GER40/1min ss=300 (local_rank=5) | US30/5min ss=180 (local_rank=4),0.046,0.0973,47.6,0.6,11,313,"{'NDX100': 2.809, 'GER40': 1.709, 'US30': 1.853}",0.8,4840,1839,38.0
3,EURUSD+GER40+NDX100,NDX100/5min ss=300 (local_rank=5) | GER40/1min ss=300 (local_rank=5) | EURUSD/5min ss=300 (local_rank=6),0.028,0.0901,49.8,0.3,10,313,"{'NDX100': 2.602, 'GER40': 1.583, 'EURUSD': 4.727}",0.8,5493,2423,44.1
3,EURUSD+GER40+NDX100,NDX100/5min ss=300 (local_rank=5) | GER40/1min ss=300 (local_rank=5) | EURUSD/5min ss=300 (local_rank=6),0.028,0.1163,49.8,0.6,11,313,"{'NDX100': 3.358, 'GER40': 2.043, 'EURUSD': 6.101}",0.8,5493,3027,55.1
3,EURUSD+GER40+NDX100,NDX100/5min ss=300 (local_rank=5) | GER40/1min ss=300 (local_rank=5) | EURUSD/5min ss=300 (local_rank=6),0.028,0.1576,52.7,1.0,12,313,"{'NDX100': 4.55, 'GER40': 2.768, 'EURUSD': 8.265}",0.8,5493,3665,66.7
3,GER40+NDX100+US30,NDX100/5min ss=300 (local_rank=5) | GER40/1min ss=300 (local_rank=5) | US30/5min ss=420 (local_rank=9),0.05,0.1145,52.7,0.3,12,313,"{'NDX100': 3.308, 'GER40': 2.012, 'US30': 2.173}",0.8,4206,1751,41.6
3,GER40+NDX100+XAUUSD,NDX100/5min ss=300 (local_rank=5) | GER40/1min ss=300 (local_rank=5) | XAUUSD/5min ss=180 (local_rank=6),0.019,0.0968,52.7,0.3,11,313,"{'NDX100': 2.796, 'GER40': 1.701, 'XAUUSD': 5.283}",0.8,5782,2740,47.4
3,GER40+NDX100+NDX100,NDX100/5min ss=300 (local_rank=5) | GER40/1min ss=300 (local_rank=5) | NDX100/3min ss=420 (local_rank=6),0.074,0.0805,48.6,0.3,10,313,"{'NDX100': 1.141, 'GER40': 1.415}",0.8,5018,1091,21.7
3,GER40+NDX100+US30,NDX100/5min ss=300 (local_rank=5) | GER40/1min ss=300 (local_rank=5) | US30/1min ss=300 (local_rank=3),0.112,0.1489,48.9,0.0,16,313,"{'NDX100': 4.301, 'GER40': 2.617, 'US30': 0.575}",0.8,2979,1036,34.8
3,GBPUSD+GER40+NDX100,NDX100/5min ss=300 (local_rank=5) | GER40/1min ss=300 (local_rank=5) | GBPUSD/1min ss=300 (local_rank=6),0.027,0.105,52.1,0.3,11,313,"{'NDX100': 3.032, 'GER40': 1.845, 'GBPUSD': 0.848}",0.8,5756,1726,30.0
3,GER40+NDX100+XAUUSD,NDX100/5min ss=300 (local_rank=5) | GER40/1min ss=300 (local_rank=5) | XAUUSD/1min ss=300 (local_rank=6),0.038,0.1521,51.8,0.6,15,313,"{'NDX100': 4.394, 'GER40': 2.673, 'XAUUSD': 1.722}",0.8,4159,2061,49.6
3,GER40+NDX100+XAUUSD,NDX100/5min ss=300 (local_rank=5) | GER40/1min ss=300 (local_rank=5) | XAUUSD/1min ss=420 (local_rank=5),0.022,0.1113,51.8,0.3,12,313,"{'NDX100': 3.216, 'GER40': 1.956, 'XAUUSD': 1.199}",0.8,5122,1526,29.8
3,GER40+GER40+NDX100,NDX100/5min ss=300 (local_rank=5) | GER40/1min ss=300 (local_rank=5) | GER40/1min ss=420 (local_rank=6),0.061,0.15,52.4,0.0,15,313,"{'NDX100': 4.331, 'GER40': 2.318}",0.8,3175,1128,35.5
3,GBPUSD+NDX100+SPX500,NDX100/5min ss=300 (local_rank=5) | SPX500/3min ss=180 (local_rank=6) | GBPUSD/3min ss=180 (local_rank=7),0.046,0.1658,49.5,0.9,18,319,"{'NDX100': 4.789, 'SPX500': 2.439, 'GBPUSD': 2.923}",0.8,2989,1721,57.6
3,NDX100+SPX500+US30,NDX100/5min ss=300 (local_rank=5) | SPX500/3min ss=180 (local_rank=6) | US30/5min ss=180 (local_rank=4),0.175,0.1017,52.0,0.6,12,319,"{'NDX100': 2.937, 'SPX500': 1.496, 'US30': 1.938}",0.8,4832,2473,51.2
