pool_row,asset,tf,tp_mode,search_score,search_pf,n_trades,split,is_pass_500,is_days_500,is_pass_750,is_days_750,is_pass_1000,is_days_1000,is_pass_1250,is_days_1250,is_pass_1500,is_days_1500,best_risk,is_pass,is_days_med,is_cohorts,oos_pass,oos_fail,oos_days_med,oos_days_p90,oos_cohorts,full_pass,full_days_med,target_raised%,capped%,avg_contracts
7979,6E,3min,reversal_to_open,23.0694,3.294,6155,2024-04-29,72.2,24,64.2,23,62.6,23,62.0,23,61.0,23,500,72.2,24,187,73.0,22.2,26,54,126,72.5,24,74.1,30.1,37.2
44647,6E,5min,opposite_level,23.0534,5.05,3212,2024-04-29,86.1,23,81.3,18,78.6,18,75.9,17,77.5,16,500,86.1,23,187,90.5,4.8,17,31,126,87.9,18,87.9,18.4,27.9
10247,MNQ,5min,opposite_level,22.9907,4.561,1711,2024-04-22,73.8,51,64.7,47,59.9,44,56.7,44,56.7,44,500,73.8,51,187,57.9,37.3,52,121,126,67.4,51,79.2,1.0,12.0
5123,6E,5min,opposite_level,22.9768,5.379,1236,2024-04-29,100.0,18,100.0,18,100.0,17,100.0,17,100.0,17,1000,100.0,17,187,96.0,1.6,15,26,126,98.4,17,87.5,95.6,49.5
41035,6E,5min,opposite_level,22.9614,4.405,1730,2024-04-29,93.6,31,88.8,29,80.7,26,75.4,24,75.9,26,500,93.6,31,187,82.5,15.1,37,68,126,89.1,36,77.6,8.4,27.2
6071,MNQ,3min,opposite_level,22.9358,3.315,2967,2024-04-22,74.9,23,65.2,22,59.9,18,52.9,16,51.3,15,500,74.9,23,187,63.5,34.1,26,51,126,70.3,24,78.6,2.5,15.1
41479,MNQ,3min,reversal_to_open,22.9176,3.973,1542,2024-04-22,94.1,24,87.2,22,82.4,18,77.0,18,75.9,17,500,94.1,24,187,92.9,2.4,23,39,126,93.6,23,82.1,1.4,15.1
14939,6E,3min,reversal_to_open,22.9014,3.265,3144,2024-04-29,74.3,25,75.9,26,73.8,26,73.8,26,73.8,26,750,75.9,26,187,80.2,18.3,30,53,126,77.6,26,78.9,91.9,49.0
34163,6E,3min,opposite_level,22.8092,3.759,2434,2024-04-29,95.2,18,94.7,17,94.7,17,94.7,18,94.1,18,500,95.2,18,187,93.7,4.0,17,44,126,94.6,17,90.7,87.1,48.2
11083,6E,3min,reversal_to_open,22.769,3.752,4471,2024-04-29,88.8,19,88.8,19,88.2,18,87.7,18,87.7,18,500,88.8,19,187,91.3,7.1,19,33,126,89.8,19,91.4,92.7,48.9
39747,6E,3min,opposite_level,22.7618,3.55,2313,2024-04-29,91.4,16,89.3,15,88.8,15,87.7,15,88.2,15,500,91.4,16,187,77.8,19.0,19,40,126,85.9,16,73.2,38.8,37.9
37251,MNQ,5min,reversal_to_open,22.7439,3.676,4666,2024-04-22,79.7,16,70.1,12,64.2,12,57.8,12,58.3,12,500,79.7,16,187,89.7,7.9,16,24,126,83.7,16,81.8,0.1,8.7
37819,MNQ,5min,reversal_to_open,22.7108,3.79,2478,2024-04-22,70.6,25,68.4,25,67.9,24,67.9,24,66.8,24,500,70.6,25,187,66.7,31.0,32,65,126,69.0,25,76.7,33.5,33.1
9031,6E,5min,opposite_level,22.7063,3.165,3689,2024-04-29,85.6,15,84.0,15,82.4,15,81.8,15,81.8,15,500,85.6,15,187,83.3,15.1,17,38,126,84.7,16,86.9,71.9,45.1
31119,6E,5min,opposite_level,22.6787,4.607,1232,2024-04-29,100.0,22,100.0,22,100.0,22,100.0,22,100.0,22,500,100.0,22,187,96.0,3.2,16,36,126,98.4,19,86.6,84.3,48.0
9415,MNQ,5min,reversal_to_open,22.6762,4.435,1205,2024-04-22,98.4,37,95.2,32,93.0,30,86.1,26,85.0,25,500,98.4,37,187,93.7,4.8,30,58,126,96.5,36,73.8,1.2,9.4
26963,6E,5min,reversal_to_open,22.6705,3.779,3502,2024-04-29,79.7,22,74.9,22,72.7,19,73.3,19,72.2,19,500,79.7,22,187,84.9,9.5,22,36,126,81.8,22,84.0,17.0,29.7
12955,MNQ,3min,reversal_to_open,22.658,3.999,1537,2024-04-22,94.1,18,86.6,17,82.4,17,80.2,15,79.7,15,500,94.1,18,187,90.5,6.3,23,46,126,92.7,22,89.8,2.1,18.0
39563,6E,5min,reversal_to_open,22.6507,2.999,5841,2024-04-29,72.7,18,72.7,18,72.2,18,72.2,18,72.7,18,500,72.7,18,187,59.5,36.5,32,66,126,67.4,22,76.7,86.7,48.4
795,MNQ,5min,opposite_level,22.6429,3.649,2472,2024-04-22,70.1,26,62.0,26,58.3,25,49.2,24,48.1,24,500,70.1,26,187,55.6,42.1,33,60,126,64.2,31,75.4,1.2,17.8
319,MNQ,3min,opposite_level,22.639,3.372,6120,2024-04-22,56.7,16,54.5,16,54.0,15,51.9,15,49.7,15,500,56.7,16,187,50.0,47.6,18,36,126,54.0,18,64.2,20.4,26.5
26231,MNQ,3min,opposite_level,22.6356,4.744,1240,2024-04-22,84.0,31,79.7,31,78.1,31,77.5,30,78.1,26,500,84.0,31,187,68.3,28.6,40,81,126,77.6,32,84.3,33.4,33.9
24467,MNQ,3min,reversal_to_open,22.6339,3.886,2105,2024-04-22,84.0,31,73.3,30,67.4,29,57.2,29,58.3,26,500,84.0,31,187,92.1,5.6,26,52,126,87.2,30,86.9,0.0,8.7
7759,MNQ,3min,reversal_to_open,22.6124,3.897,3047,2024-04-22,84.5,30,78.1,26,70.6,24,65.2,24,65.2,24,500,84.5,30,187,79.4,17.5,30,73,126,82.4,30,82.7,0.1,6.5
31375,6E,5min,opposite_level,22.5957,5.116,1034,2024-04-29,98.9,19,98.4,17,97.9,17,97.9,17,97.9,16,500,98.9,19,187,97.6,0.0,19,38,126,98.4,19,66.1,35.2,37.5
30495,MNQ,5min,reversal_to_open,22.5918,3.584,3694,2024-04-22,73.8,19,63.6,18,56.1,17,56.1,17,55.1,17,500,73.8,19,187,79.4,18.3,17,45,126,76.0,18,82.4,4.6,18.7
9751,6E,3min,reversal_to_open,22.5557,3.204,5246,2024-04-29,71.7,17,69.0,16,69.5,16,69.5,16,69.5,16,500,71.7,17,187,54.0,42.1,22,75,126,64.5,19,72.8,68.1,44.8
43011,MNQ,5min,reversal_to_open,22.5528,3.322,2928,2024-04-22,70.1,22,60.4,22,54.5,22,52.9,19,53.5,18,500,70.1,22,187,68.3,27.8,33,71,126,69.3,25,79.6,4.9,17.8
25787,6E,5min,opposite_level,22.5464,3.529,4925,2024-04-29,72.2,18,67.4,16,65.2,16,64.2,16,64.2,16,500,72.2,18,187,81.0,17.5,16,36,126,75.7,17,78.9,30.4,34.6
