pool_row,asset,tf,tp_mode,search_score,search_pf,n_trades,split,is_pass_500,is_days_500,is_pass_750,is_days_750,is_pass_1000,is_days_1000,is_pass_1250,is_days_1250,is_pass_1500,is_days_1500,best_risk,is_pass,is_days_med,is_cohorts,oos_pass,oos_fail,oos_days_med,oos_days_p90,oos_cohorts,full_pass,full_days_med,target_raised%,capped%,avg_contracts
11514,6J,5min,opposite_level,41.0221,6.045,2959,2024-04-30,96.3,17,92.6,17,93.1,17,93.1,17,92.0,17,500,96.3,17,188,94.4,2.4,16,37,125,95.5,17,91.1,48.5,3.9
3884,6J,5min,reversal_to_open,33.6043,5.019,2861,2024-04-30,97.3,16,96.8,16,96.3,12,96.3,12,96.3,12,500,97.3,16,188,94.4,4.0,17,45,125,96.2,17,75.7,56.2,4.0
19328,6J,5min,reversal_to_open,32.7565,5.834,2851,2024-04-30,90.4,22,85.6,19,84.6,18,84.6,18,83.0,18,500,90.4,22,188,91.2,5.6,26,73,125,90.7,24,90.1,28.1,3.1
13222,6J,3min,reversal_to_open,32.5021,6.659,1557,2024-04-30,89.4,39,87.8,37,87.2,37,87.2,37,87.2,37,500,89.4,39,188,92.0,0.0,40,66,125,90.4,39,89.5,74.1,4.5
4712,6J,5min,opposite_level,32.2304,7.466,1422,2024-04-30,97.3,25,95.2,24,95.2,23,93.6,23,92.6,23,500,97.3,25,188,88.8,3.2,31,58,125,93.9,30,85.9,31.3,3.2
3800,6J,5min,opposite_level,31.3637,5.891,909,2024-04-30,100.0,30,98.9,25,98.4,25,97.3,23,97.3,22,500,100.0,30,188,93.6,1.6,30,81,125,97.4,30,61.3,33.3,3.5
4240,6J,5min,reversal_to_open,31.3518,6.407,2117,2024-04-30,94.1,25,91.5,24,89.4,24,89.4,24,87.2,24,500,94.1,25,188,92.0,5.6,31,87,125,93.3,29,86.3,22.8,3.0
15174,6J,3min,reversal_to_open,31.2476,5.405,2201,2024-04-30,96.3,24,95.2,23,93.1,23,92.6,23,92.0,23,500,96.3,24,188,83.2,4.0,29,78,125,91.1,25,78.0,53.6,4.0
13994,6J,5min,reversal_to_open,31.1316,6.433,874,2024-04-30,100.0,32,98.9,30,98.9,26,98.9,26,98.9,25,500,100.0,32,188,84.8,6.4,40,87,125,93.9,33,50.8,39.5,3.5
16456,6J,5min,opposite_level,31.085,8.298,2168,2024-04-30,94.7,26,92.6,25,89.9,24,89.9,24,89.4,24,500,94.7,26,188,88.0,4.8,25,60,125,92.0,25,87.2,40.2,3.5
