asset,entry_timeframe,atr_window,include_secondary_levels,include_session_levels,allow_level_rearm,confirmation_mode,close_beyond_lookback_bars,wick_atr_mult,reversal_lookback_bars,reversal_requires_close,bos_lookback_bars,bos_mode,bos_confirm_atr_mult,require_rsi_confirm,rsi_period,rsi_mode,rsi_ob,rsi_os,sl_atr_buffer_mult,sl_extend_to_next_level,sl_extend_check_atr_mult,tp_mode,rr,session_start_minutes,session_end_minutes,max_trades_per_day,skip_weekday,n_trades,win_rate_pct,profit_factor,total_r,expectancy_r,max_dd_r,eod_frac,avg_profit_factor,min_profit_factor,periods_evaluated,periods_passed,consistency,calmar,score,period_pfs
MGC,3min,14,False,True,False,immediate_break,1,1.5,13,True,13,raw_wick,0.5,False,21,overbought_oversold,70,35,1.0,True,2.0,opposite_level,3.0,420,690,999,4,2517,48.07,2.332,1910.04,0.7589,25.08,0.2062,2.34,1.833,5,5,1.0,76.158,14.3546,"[2.738, 2.637, 1.833, 2.575, 1.918]"
MGC,3min,30,True,False,True,reversal_cross_back,2,1.5,5,True,3,fractal,0.2,False,7,cross_50,80,25,0.2,False,0.5,opposite_level,1.5,300,960,2,2,1236,28.56,1.477,532.36,0.4307,61.16,0.1028,1.495,0.91,5,4,0.8,8.704,5.1837,"[2.04, 1.283, 1.102, 2.14, 0.91]"
MGC,3min,20,True,False,True,reversal_cross_back,3,1.5,8,True,3,fractal,0.3,False,14,cross_50,65,25,0.3,True,0.5,reversal_to_open,1.5,300,750,3,0,1701,43.03,2.048,1026.8,0.6036,39.42,0.0441,2.069,1.21,5,5,1.0,26.048,9.0019,"[2.041, 1.741, 1.21, 3.322, 2.029]"
MGC,5min,20,False,False,True,break_of_structure,2,1.0,8,False,8,fractal,0.1,False,14,cross_50,70,20,0.75,True,0.5,opposite_level,2.0,180,690,5,0,699,47.78,1.626,207.05,0.2962,12.57,0.3262,1.648,1.418,5,5,1.0,16.472,9.2894,"[1.755, 1.569, 1.575, 1.418, 1.924]"
MGC,5min,30,True,True,True,close_beyond,2,2.0,5,True,8,raw_wick,0.0,False,21,overbought_oversold,80,30,0.1,True,2.0,fixed_rr,2.0,300,840,2,1,1470,54.08,1.285,297.63,0.2025,43.55,0.0122,1.314,0.977,5,4,0.8,6.834,5.7008,"[1.524, 1.084, 1.442, 1.542, 0.977]"
MGC,3min,14,False,True,True,reversal_cross_back,3,0.75,5,True,5,fractal,0.3,False,7,overbought_oversold,80,35,0.1,True,1.5,fixed_rr,2.5,570,750,999,4,4351,31.58,0.645,-1182.22,-0.2717,1198.91,0.2273,0.649,0.502,5,0,0.0,-0.986,0.0,"[0.588, 0.502, 0.703, 0.772, 0.678]"
MGC,5min,30,False,False,True,close_beyond,1,1.5,13,True,13,fractal,0.1,False,21,cross_50,80,25,1.0,True,1.0,fixed_rr,3.0,420,900,5,2,1341,40.04,1.374,331.81,0.2474,52.29,0.1641,1.401,1.168,5,5,1.0,6.346,8.4118,"[1.753, 1.301, 1.456, 1.327, 1.168]"
MGC,5min,30,False,False,True,reversal_cross_back,3,1.5,3,False,30,raw_wick,0.3,False,7,cross_50,80,25,0.1,False,1.5,reversal_to_open,1.0,570,780,999,-1,1396,22.99,0.553,-638.31,-0.4572,693.74,0.0938,0.566,0.449,5,0,0.0,-0.92,0.0,"[0.763, 0.458, 0.449, 0.497, 0.663]"
MGC,3min,30,False,False,True,reversal_cross_back,1,1.5,13,True,13,fractal,0.3,False,21,cross_50,75,25,0.3,False,1.5,opposite_level,1.25,570,690,2,3,557,35.91,0.786,-81.0,-0.1454,117.26,0.2926,0.833,0.542,5,2,0.4,-0.691,1.3711,"[1.422, 0.542, 0.58, 1.04, 0.582]"
MGC,3min,20,True,True,False,close_beyond,5,0.75,8,True,5,raw_wick,0.1,False,7,cross_50,65,30,0.5,False,1.5,opposite_level,4.0,570,750,999,0,1729,25.56,0.839,-248.49,-0.1437,277.7,0.129,0.838,0.635,5,0,0.0,-0.895,0.0,"[0.635, 0.679, 0.905, 0.977, 0.994]"
MGC,5min,14,False,True,True,reversal_cross_back,3,0.75,1,False,20,raw_wick,0.5,False,7,overbought_oversold,70,35,0.1,False,1.0,fixed_rr,1.0,300,750,3,2,2152,44.89,0.334,-1257.2,-0.5842,1261.12,0.0042,0.335,0.278,5,0,0.0,-0.997,0.0,"[0.384, 0.278, 0.357, 0.323, 0.335]"
MGC,5min,30,False,False,True,break_of_structure,3,1.0,1,True,3,raw_wick,0.5,False,7,cross_50,70,35,0.75,True,2.0,opposite_level,1.5,420,960,5,1,515,51.07,1.379,85.39,0.1658,13.26,0.3534,1.383,1.215,5,5,1.0,6.44,7.589,"[1.445, 1.343, 1.63, 1.282, 1.215]"
MGC,5min,30,True,True,True,reversal_cross_back,3,2.0,20,False,20,fractal,0.3,False,14,overbought_oversold,80,30,0.5,True,0.5,reversal_to_open,1.25,420,630,999,-1,9345,51.1,2.02,4061.29,0.4346,43.9,0.091,2.029,1.558,5,5,1.0,92.512,14.2443,"[2.135, 2.229, 1.715, 2.509, 1.558]"
MGC,5min,20,True,False,True,immediate_break,5,1.0,8,True,13,fractal,0.0,True,14,overbought_oversold,65,35,1.0,True,1.0,fixed_rr,4.0,420,960,1,3,460,38.91,1.296,89.54,0.1947,19.76,0.2891,1.325,1.023,5,5,1.0,4.531,6.2745,"[1.713, 1.023, 1.565, 1.148, 1.178]"
MGC,5min,20,True,True,True,large_wick_reject,3,0.5,5,True,13,raw_wick,0.0,False,7,overbought_oversold,65,25,0.75,True,0.5,fixed_rr,2.0,420,780,5,3,781,46.35,1.271,108.78,0.1393,26.81,0.2714,1.318,0.913,5,4,0.8,4.057,4.8658,"[1.247, 0.913, 1.726, 1.566, 1.14]"
MGC,5min,30,True,False,False,break_of_structure,5,0.75,20,True,30,raw_wick,0.3,False,21,overbought_oversold,65,35,0.5,False,0.5,fixed_rr,3.0,420,840,1,2,553,49.19,1.927,240.49,0.4349,12.11,0.358,1.962,1.08,5,5,1.0,19.859,6.8225,"[2.332, 2.299, 1.08, 2.451, 1.649]"
MGC,5min,14,True,True,False,reversal_cross_back,3,0.75,8,True,8,raw_wick,0.5,False,7,cross_50,75,25,0.75,True,1.5,fixed_rr,4.0,180,780,3,0,1744,48.91,2.287,1128.06,0.6468,23.92,0.3612,2.31,1.866,5,5,1.0,47.16,13.9288,"[2.553, 2.39, 2.73, 1.866, 2.012]"
